Title,Author,Fandom,Url,Kudos,Summary,Content
well I want you (baby it’s all I do),FlowerCitti,"Trigun (Anime & Manga 1995-2008), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44933428,"4,382","Summary: Kissing Vash always feels like he’s kneeling and worshipping, praying into his mouth, accepting every little noise he makes, every part of him that he places into Wolfwood’s hands. He selfishly wants every piece he can take, wants to cradle his entirety in his rough palms, wants to pretend like he’s even worthy of holding this wondrous creature so close.  (Or, Plants go through heat. Wolfwood helps.)",Explicit No Archive Warnings Apply M/M Trigun (Anime & Manga 1995-2008) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Fluff Smut Xeno Mating Cycles/In Heat but not the a/b/o kind just Plant vash stuff Alien Biology Plot What Plot/Porn Without Plot Fingering This goes out to all the girlies who liked my last Vashwood smut this is for u Touch-Starved First Time Kinda Making Out Wet & Messy Multiple Orgasms Blow Jobs Overstimulation Body Worship horny religious themes Creampie Biting bit of possessiveness Marking Squirting Praise Kink Marathon Sex
Living in a World Without Magic,tanktrilby,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/45867883,"3,769","Summary: Despite everything, the absolute worst part about Vash, hands down, is that he's Wolfwood's asshole boss's twin brother. (or: the corporate reincarnation AU where Vash is the only one that remembers.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Millions Knives & Nicholas D. Wolfwood Nicholas D. Wolfwood Vash the Stampede (Trigun) Millions Knives (Trigun) Livio the Double Fang (Trigun) Meryl Stryfe Alternate Universe - Modern Setting Alternate Universe - Reincarnation Meet-Cute everyones human Hurt/Comfort trigun: the shoujo manga Fluff and Humor Alternate Universe - Corporate sort of. ww shows up to work to take 8 hour smoke breaks and spread malicious rumors about knives ww ruffles vash's hair a few times and vash is trying his best to be normal about it Mutual Pining wv speedrun regency style slowburn in one week they're venture capitalists. it doesn't come up but it's true. sorry
Saturdays at 6 p.m.,maginot,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/46279510,"3,619","Summary: A week ago, Nicholas got a cutely-worded, fumbling email from some guy asking if he was taking on new subs. Then, a date was set. It takes Vash five whole minutes to knock on the door, and as soon as it opens, one thing becomes apparently clear. “Vash, I presume?” Nicholas asks. “T-that’s me!” Vash manages. Oh, Nicholas knows this is going to be fun.",Explicit Creator Chose Not To Use Archive Warnings M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Milly Thompson Meryl Stryfe BDSM Dom/sub Professional Dom Wolfood Sub Vash the Stampede (Trigun) Trans Vash the Stampede (Trigun) Bondage Spanking Falling In Love Getting Together they lost focus and had a consensual workplace relationship Other Additional Tags to Be Added Explicit Sexual Content Recreational Drug Use Penis In Vagina Sex Cockwarming Insecurity Scars Sub Drop Dom Drop Subspace Painplay
that constant sting we call love,FlowerCitti,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44169811,"3,413","Summary: He cares about Vash. It’s not a revelation. There’s no epiphany, nor sudden realization. He thinks he’s known that for a long time now. It’s not a surprise, and he can’t trick himself into thinking it is.  (Or, Vash gets hurt again and Wolfwood has had enough.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Hurt/Comfort Angst Tending to Wounds Implied/Referenced Self-Harm vash and his regular self-destructive tendencies Suicidal Ideation Tenderness something v tender about wound tending Literal Sleeping Together Sharing a Bed Character Study Relationship Study Little bit of Fluff
like the holding of hands (like the breaking of glass),FlowerCitti,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/45388474,"3,171","Summary: His hair is tousled, washed and soft looking as it curls around his cheeks, his weathered face looking gentle in the artificial light. He’s wearing an oversized sweater that exposes his collarbones, sweatpants that are slung low on his hips, and his feet are clad only in a dark pair of socks. He has a tray of food in his hands, and Vash watches as his fingers clench around the metal so hard that it shakes under the pressure. “Hey.” Vash breathes.  (Or, Vash wakes up at home. Wolfwood is there with him.)",Explicit No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Fluff Angst Hurt/Comfort Making Out Touch-Starved Tenderness smut in part 2 bc apparently it’s a trend for me post ep-7 where vash wakes up at home and Wolfwood is there and they talk abt it plant Vash Vash’s markings A little domestic arc Smut First Time Overstimulation Cunnilingus Creampie Light Dom/sub Dom/sub Undertones Subspace Praise Kink Fingerfucking Squirting Multiple Orgasms Vash cries during sex we all know this Xeno Alien Biology Furthering the Wolfwood Eats Pussy Like It’s A Sport Agenda Allusions to an eating disorder in chapter 1 vash’s canon eating disorder
"Baby, I'm a Giver",thesweetestnerd,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/46039252,"3,057","Summary: “Doesn’t have to be that way, you know,” Wolfwood says instead, because he’s an idiot with no impulse control. “Pleasure can be reciprocated.” “Ah.” Vash smiles, sheepish. “I don’t need it to be.” “But do you want it?” Vash considers that, the revelation that he could possibly ever want something and be granted it. In the end, he shakes his head. “It doesn’t matter. I’m not asking somebody to do that.” “And if they offered?” ""Are you offering?"" Vash wants to help people however he can, including getting them off, but they never return the favor. Wolfwood changes that.",Explicit No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Meryl Stryfe Roberto (Trigun Stampede) and a revolving door of Vash's one night stands (only in the very distant background) Smut Fluff First Time Alien Biology the plantussy Cunnilingus Vaginal Sex Making Out Banter as Foreplay Jealousy Wolfwood going through the revelation that is Vash the Stampede mostly silliness with a tiny bit of angst as a treat
Genius Billionaire,TheSovereigntyofReality,"Marvel Cinematic Universe, Yu-Gi-Oh!, Death Note (Anime & Manga), Kuroshitsuji | Black Butler, Hellsing, Dragon Ball, Castlevania (Cartoon), Batman - All Media Types",https://archiveofourown.org/works/15858081,"4,280","Summary: After the Avengers Civil War, Natasha found another billionaire she believed would support the Avengers. It was the biggest mistake they ever made.","General Audiences Creator Chose Not To Use Archive Warnings No Archive Warnings Apply Major Character Death Graphic Depictions Of Violence Gen Marvel Cinematic Universe Yu-Gi-Oh! Death Note (Anime & Manga) Kuroshitsuji | Black Butler Hellsing Dragon Ball Castlevania (Cartoon) Batman - All Media Types James ""Rhodey"" Rhodes & Tony Stark Kaiba Mokuba & Kaiba Seto Tony Stark & Kaiba Seto Steve Rogers & Avengers Team Kaiba Seto & Mutou Yuugi Tony Stark & L Elizabeth Midford/Ciel Phantomhive Alucard & Integra Hellsing Bulma Briefs & Tony Stark Bulma Briefs/Vegeta Chi-Chi/Son Goku (Dragon Ball) Alucard|Adrian Tepes| Arikado Genya & Julius Belmont Julius Belmont & Tony Stark Julius Belmont & OC Alfred Pennyworth & Bruce Wayne Clark Kent & Bruce Wayne Tony Stark James ""Rhodey"" Rhodes Steve Rogers Kaiba Seto Mutou Yuugi Kaiba Mokuba (mentioned) Pegasus J. Crawford | Maximillion Pegasus L (Death Note) Ciel Phantomhive Alucard (Hellsing) Integra Hellsing Walter Dornez Seras Victoria (mentioned) Son Goku (Dragon Ball) Vegeta (Dragon Ball) Piccolo (Dragon Ball) Z Warriors (Dragon Ball) Chi-Chi (Dragon Ball) Bulma Briefs Master Roshi (Dragon Ball) Julius Belmont OC - Character Alucard | Adrian Tepes | Arikado Genya Bruce Wayne Alfred Pennyworth Clark Kent Jim Gordon Justice League - Character Crossover Billionaire Geniuses what if Team Tony Not Steve Friendly not team Cap friendly Tony lives Comic Book Science Hand wavy"
King's Jackal,esama,"Harry Potter - J. K. Rowling, Yu-Gi-Oh!",https://archiveofourown.org/works/1935633,"3,501","Summary: Wrecking all of Dumbledore's plans, the Power Dark Lord Knows Not walks up to Harry in the summer before his fifth year, and asks for directions.",Teen And Up Audiences Graphic Depictions Of Violence M/M Harry Potter - J. K. Rowling Yu-Gi-Oh! Harry Potter/Mutou Yuugi Harry Potter/Mutou Yuugi/Yami Yuugi Harry Potter Mutou Yuugi Yami Yuugi Sirius Black Hermione Granger Ron Weasley Bakura Ryou Malik Ishtar Original Female Character(s) Crossover Crossovers & Fandom Fusions Crossover Pairings Abandoned Work - Unfinished and Discontinued Do not repost Don't copy to another site
The Chess Master,TheSovereigntyofReality,"Marvel Cinematic Universe, Yu-Gi-Oh! Duel Monsters (Anime & Manga)",https://archiveofourown.org/works/17948930,"3,305","Summary: Tony wasn't the only person concerned about the Accords. There was someone else invested, with a lot more experience.   A lot.","General Audiences Creator Chose Not To Use Archive Warnings Gen Marvel Cinematic Universe Yu-Gi-Oh! Duel Monsters (Anime & Manga) Tony Stark & Original Female Character(s) James ""Rhodey"" Rhodes & Tony Stark Tony Stark & Avengers Team Tony Stark James ""Rhodey"" Rhodes Original Characters Steve Rogers Sam Wilson (Marvel) Clint Barton Natasha Romanov (Marvel) Wanda Maximoff Scott Lang Atem (Yu-Gi-Oh) (mentioned) Civil War Team Iron Man Alternate Universe - Canon Divergence Crossovers & Fandom Fusions Not Steve Friendly Not Wanda Friendly Not Natasha Friendly not team Cap friendly Moderated Tags May Change"
Tumbling Random Fandoms and Stuff,esama,"陈情令 | The Untamed (TV), 山河令 | Word of Honor (TV 2021), Yu-Gi-Oh! Duel Monsters (Anime & Manga), 琅琊榜 | Nirvana in Fire (TV), Fullmetal Alchemist - All Media Types, 人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù, Compilation of Final Fantasy VII, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Assassin's Creed - All Media Types, Tron - All Media Types, Final Fantasy XV",https://archiveofourown.org/works/35919838,"2,976","Summary: Unfinished fics and snippets, crossovers and such. Newest: FFVII x FFXV - Episode Prompto (and Cloud), in which Prompto isn't the clone of Verstael Besithia and Cloud is sick of waking up covered in goo.",Mature Creator Chose Not To Use Archive Warnings Gen M/M 陈情令 | The Untamed (TV) 山河令 | Word of Honor (TV 2021) Yu-Gi-Oh! Duel Monsters (Anime & Manga) 琅琊榜 | Nirvana in Fire (TV) Fullmetal Alchemist - All Media Types 人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù Compilation of Final Fantasy VII 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia Assassin's Creed - All Media Types Tron - All Media Types Final Fantasy XV Wen Kexing/Zhou Zishu Wei Ying | Wei Wuxian Wen Kexing Zhou Zishu Pharao Akhenamkhanen | Pharaoh Aknamkanon Mahaado | Mahad Lin Shu | Mei Changsu | Su Zhe Roy Mustang Edward Elric Nie Huaisang Shen Yuan | Shen Qingqiu Cloud Strife Yagi Toshinori | All Might Desmond Miles Clay Kaczmarek | Subject 16 Prompto Argentum Crossovers & Fandom Fusions Snippets unfinished works Alternate Reality Other Additional Tags to Be Added Time Travel Don't copy to another site
Chained to You,SaijSpellhart,"Yu-Gi-Oh! Duel Monsters (Anime & Manga), Yu-Gi-Oh! - All Media Types",https://archiveofourown.org/works/27918922,"2,394","Summary: Taking place after the events of Season Zero, all the shadow games happened but Yugi never found out he was possessed by the spirit of the puzzle. Now he's an adult, living on his own, and he starts to notice strange and spooky things happening around his apartment. When he sees his own shadow moving Yugi begins to suspect his new place is haunted. But is this shadow spirit malicious or... kinda sweet? Yami does a bunch of stupidly sweet domestic shit for Yugi to help take care of him. Expect romance, fluff, self-care, and Puzzleshipping shenanigans.",Teen And Up Audiences No Archive Warnings Apply M/M Yu-Gi-Oh! Duel Monsters (Anime & Manga) Yu-Gi-Oh! - All Media Types Mutou Yuugi/Yami Yuugi Atem/Mutou Yuugi Mutou Yuugi/Yami Yuugi | Atem Mutou Yuugi Yami Yuugi | Atem Yami Yuugi Kaiba Seto Bakura Ryou Yami Bakura Yu-Gi-Oh Season Zero self-care ghost au haunting AU Puzzleshipping Shadow Yami Shadow Bakura Spooky Shadow Games Romance Ghost romance Slow Burn A burn so slow and intense you’ll see it in the night sky long after it’s gone out
The Power Of Friendship (And This Gun I Found!),GallusRostromegalus,"Yu-Gi-Oh! Duel Monsters (Anime & Manga), Yu-Gi-Oh! - All Media Types",https://archiveofourown.org/works/32496982,"2,235","Summary: Honestly, Mokuba deserves to have a gun. And everyone else deserves to go absolutely Off The Fucking Rails. YuGiOh, but they're all appropriately feral little gremlins. Kind of a Reconciliation of the 4Kids Dub and the Horror-Comedy Manga, but mostly me wildly overthinking the setting and deciding to lean into the weirdness.","Mature Graphic Depictions Of Violence Multi Yu-Gi-Oh! Duel Monsters (Anime & Manga) Yu-Gi-Oh! - All Media Types Kaiba Seto/Yami Yuugi | Atem Mutou Yuugi/Yami Yuugi Kaiba Seto/Mutou Yuugi Mazaki Anzu | Tea Gardner/Mutou Yuugi Mutou Yuugi Yami Yuugi | Atem Kaiba Seto Kaiba Mokuba Mutou Sugoroku | Solomon Moto Jounouchi Katsuya | Joey Wheeler Honda Hiroto | Tristan Taylor Mazaki Anzu | Tea Gardner Pegasus J. Crawford | Maximillion Pegasus Marik Ishtar Rishid Ishtar | Odion Ishtar Ishizu Ishtar Bakura Ryou Yami Bakura Yami Marik Otogi Ryuuji | Duke Devlin Kawai Shizuka | Serenity Wheeler Bandit Keith Howard Kujaku Mai | Mai Valentine Its the whole cast Kaiba Noa Profanity wildly misinterpreting religion for aesthetics and humor there will eventually be shipping Slow Burn Teens making terrible life choices longfic Teenagers Being Absolutely Feral Little Gremlins An Attempt to reconcile the Horror-comedy manga with the 4Kids dub the term ""Alternate Universe"" taken extremely literally Vampires Riffing on the British Museum Recurring Jokes I think I'm funny Implied/Referenced Sexual Assault Multishipping The Internal Structure of the Endgame Polycule looks like an amino acid All fic writers know how to do is be Bisexual Form Polycule Eat Hot Chip and Write Alternate Universe - Canon Divergence 4th Wall Fuckery Pay No Mind To The Order of the tags I'm editing them as I go Apparently people are reading this fandom blind and I fear them tearing apart the filler arcs for content like a wolverine going to town on a roadkill deer There's a lot of very muscular women in here and grievous bodily harm"
just a point of view,Rethira,Yu-Gi-Oh!,https://archiveofourown.org/works/549980,"2,101","Summary: Okay, so you and Kaiba Seto make out once or twice a week. You fail to see how that is anyone else's business.",Mature No Archive Warnings Apply M/M Yu-Gi-Oh! Jounouchi Katsuya/Kaiba Seto | Seto Kaiba/Joey Wheeler Jounouchi Katsuya | Joey Wheeler Kaiba Seto POV Second Person
How (Not) to Court your Rival,scribespirare,Yu-Gi-Oh!,https://archiveofourown.org/works/9770270,"2,046","Summary: “Kaiba, you can’t court someone if the other party doesn’t know what’s happening!” If it’s possible to look smug and angry at the same exact time, somehow Kaiba manages to pull it off. “Too bad I already did.”",Teen And Up Audiences No Archive Warnings Apply M/M Yu-Gi-Oh! Kaiba Seto/Mutou Yuugi Kaiba Seto Mutou Yuugi Brief mentions of others my first rivalshipping fic yaaay Fluff Awkward situations courting via anonymous gifts Kaiba being hella awkward just like all the time okay this poor boy doesn't know what he's doing Yugi just wants to know what the fuck is going on
Loose Ends,esama,"Assassin's Creed - All Media Types, Yu-Gi-Oh! Duel Monsters (Anime & Manga)",https://archiveofourown.org/works/33239971,"1,773",Summary: In which after their deaths Desmond and Clay took up the task of cleaning up after the Isu and there's one set of Pieces of Eden they can't quite get at. Yugi is their way in.,Teen And Up Audiences No Archive Warnings Apply Gen Other Assassin's Creed - All Media Types Yu-Gi-Oh! Duel Monsters (Anime & Manga) Clay Kaczmarek | Subject 16 & Desmond Miles Atem & Mutou Yuugi Desmond Miles Mutou Yuugi Clay Kaczmarek | Subject 16 Atem (Yu-Gi-Oh) Alternate Universe Time Travel Reality Bending Isu Bullshit (Assassin's Creed) Sennen Items | Millennium Items The Grey (Assassin's Creed) and other nonsense Don't copy to another site
