ID,Title,Author,Fandom,Url,Kudos,Average_Sentiment
2033,let's do that again,Ketita,Pacific Rim (Movies),https://archiveofourown.org/works/1025855,"3,021",-0.5719
2034,The Request Revolution,tiredpjofan,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/25747774,"18,011",0.9537
2035,Those walls I built didn't even put up a fight,Aza (sazandorable),Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/2482184,"17,597",0.1027
2036,Falling for You,1967HogwartsGoddess,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/26200348,"16,347",-0.9501
2037,Staccato,decayaslife,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/4821215,"15,489",-0.7964
2038,the jackson files,Ideasofmarch,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/25262122,"15,149",-0.6486
2039,ATLOP: Trial by Fire,WardofWinters (QoLife),Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/23939416,"13,594",0.7184
2040,would it really kill you (if we kissed),greenconverses,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/9179326,"13,592",0.1027
2041,The File,denimbeans,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/32100805,"13,455",0.6036
2042,Hope Is A Delicate Thing,BandKid247,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/30649982,"12,855",-0.4417
2043,The Lost Soldiers,denimbeans,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/36118126,"11,938",-0.4988
2044,How to Summon Eldritch Entities with Strawberry Jam,In_The_Ghost_Mode,Rise of the Guardians (2012),https://archiveofourown.org/works/14146716,"13,067",0.7184
2045,The Dark Guardian,InTheShadows,Rise of the Guardians (2012),https://archiveofourown.org/works/7950793,"10,748",-0.0387
2046,Bits and Pieces,Asidian,Rise of the Guardians (2012),https://archiveofourown.org/works/620273,"10,439",0.8228
2047,Just a Kiss,FrostInTheWarren,Rise of the Guardians (2012),https://archiveofourown.org/works/1114700,"9,304",-0.6606
2048,The Nature of Belief,FrostInTheWarren,Rise of the Guardians (2012),https://archiveofourown.org/works/936673,"8,487",0.8315
2049,Of the Northmost Winds and Skies,xxiiyu,Rise of the Guardians (2012),https://archiveofourown.org/works/18360494,"6,969",-0.5296
2050,All Hallows,esama,Rise of the Guardians (2012),https://archiveofourown.org/works/2199030,"5,981",0.0
2051,Like Burning,disarmed,Rise of the Guardians (2012),https://archiveofourown.org/works/1080018,"5,311",0.2193
2052,Child of the Moon,Keinna,Rise of the Guardians (2012),https://archiveofourown.org/works/654065,"5,277",0.6378
2053,Spill,Brb-Rope (BrbRope),Rise of the Guardians (2012),https://archiveofourown.org/works/646446,"5,171",0.0
2054,Signs and Soulmarks,Someone_aka_Me,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/3938965,"11,740",0.8907
2055,Hath No Fury,SilverMirror12,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/6754972,"11,296",-0.7876
2056,Fall Without Wings,notcrypticbutcoy,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/9780086,"11,140",-0.8913
2057,Setting Fire to a Stone,KouriArashi,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/7890166,"10,039",0.3182
2058,pro bono,sarcasticfluentry,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/6344575,"9,197",0.6597
2059,Anything You Say,milominderbinder,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/6157942,"9,080",0.9652
2060,And the Oscar goes to...,Lecrit,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/7929088,"8,456",0.9468
2061,A Fighting Chance,heartsdesire456,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/6820201,"8,241",-0.3197
2062,One Show Only,KouriArashi,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/9205052,"7,574",-0.5574
2063,Cathedrals,KarasuYurei,The Shadowhunter Chronicles - All Media Types,https://archiveofourown.org/works/6863743,"7,516",0.0
2064,Breaking Up Sucks,damianwayne,South Park,https://archiveofourown.org/works/5202986,"5,589",0.6059
2065,Ladies and Gentlemen We Are Floating in Space,gremlinteeth,South Park,https://archiveofourown.org/works/15904065,"5,542",0.9492
2066,The Scenic Route,hollycomb,South Park,https://archiveofourown.org/works/465965,"5,270",-0.9201
2067,Love Bites,Mattycakes,South Park,https://archiveofourown.org/works/5235017,"5,163",0.8074
2068,Semantically Challenged,TeamAlphaQ,South Park,https://archiveofourown.org/works/12739188,"5,020",-0.4116
2069, Read,Boyue,South Park,https://archiveofourown.org/works/7698868,"4,991",-0.8047
2070,The Omegaverse Comes To South Park,LunaMisakey,South Park,https://archiveofourown.org/works/13381446,"4,544",-0.1527
2071,Routines,UrbanNightingale,South Park,https://archiveofourown.org/works/5169650,"4,208",0.8723
2072,Look Back on This and Laugh,hollycomb,South Park,https://archiveofourown.org/works/1385986,"3,788",0.0
2073,Pink Nails and Baggy Tees,Fudgyokra,South Park,https://archiveofourown.org/works/4350197,"3,560",0.8505
2074,"Purple bruises, faded scars and fresh cuts",Unholy,5 Seconds of Summer (Band),https://archiveofourown.org/works/2505473,"3,133",-0.9769
2075,Arcadia,paperstorm,5 Seconds of Summer (Band),https://archiveofourown.org/works/3390182,"2,494",-0.4939
2076,Act Your Age,5_Seconds_of_Summer,5 Seconds of Summer (Band),https://archiveofourown.org/works/1895013,"2,432",0.8442
2077,Terrible and Wonderful,alseeptoday,5 Seconds of Summer (Band),https://archiveofourown.org/works/1923888,"2,191",0.6369
2078,Heavily Broken,itcrystal,5 Seconds of Summer (Band),https://archiveofourown.org/works/4107781,"2,028",-0.128
2079,Mockingbird,thesoulsailor,5 Seconds of Summer (Band),https://archiveofourown.org/works/2140509,"1,945",0.7096
2080,You Are The Moon That Breaks The Night,thesoulsailor,5 Seconds of Summer (Band),https://archiveofourown.org/works/4906804,"1,944",-0.9072
2081,What I (don't) like about you,truly_madly_deeply,5 Seconds of Summer (Band),https://archiveofourown.org/works/3176298,"1,780",-0.3553
2082,Looks Like He Can Surf,LyricalPary,5 Seconds of Summer (Band),https://archiveofourown.org/works/1827343,"1,691",0.6908
2083,And I almost had you.,orphan_account,5 Seconds of Summer (Band),https://archiveofourown.org/works/1552427,"1,677",0.1027
2084,Poor Boys With Rich Hearts,SinisterSound,ATEEZ (Band),https://archiveofourown.org/works/23176594,"7,451",0.9704
2085,make it mine,gift (orphan_account),ATEEZ (Band),https://archiveofourown.org/works/17736962,"6,565",0.7184
2086,should have known better,wo_osan,ATEEZ (Band),https://archiveofourown.org/works/25810795,"6,157",-0.8019
2087,Unnamed Feelings,SinisterSound,ATEEZ (Band),https://archiveofourown.org/works/18317555,"5,496",0.896
2088,Chosen,7Salty7,ATEEZ (Band),https://archiveofourown.org/works/44044893,"5,139",0.5719
2089,get loud,wo_osan,ATEEZ (Band),https://archiveofourown.org/works/22283104,"5,060",0.9837
2090,In This Uneasy Mist,inexperiencedandconfused8,ATEEZ (Band),https://archiveofourown.org/works/36316090,"4,836",-0.9882
2091,Scum and Villainy,I_ghostwrote_this,ATEEZ (Band),https://archiveofourown.org/works/36913117,"4,771",0.1893
2092,"Same Town, New Story",LikeSatellites,ATEEZ (Band),https://archiveofourown.org/works/19773883,"4,701",0.9129
2093,The Gods In The Sky,SinisterSound,ATEEZ (Band),https://archiveofourown.org/works/22295377,"4,661",0.8717
2094,The Anatomy of a Fall,novembersmith,Bandom,https://archiveofourown.org/works/155168,"5,258",-0.9001
2095,the joker laughs at you (don't you think?),SoloChaos,Bandom,https://archiveofourown.org/works/1198281,"3,015",0.4215
2096,Light a Match and All I'll See is You,orphan_account,Bandom,https://archiveofourown.org/works/4175058,"2,976",-0.7906
2097,A Little Infamy,ladyfoxxx,Bandom,https://archiveofourown.org/works/858826,"2,884",-0.7845
2098,500 Baskets,emeraldcitydowntowngirl,Bandom,https://archiveofourown.org/works/5836147,"2,736",0.7506
2099,The Group Chat AU That Nobody Asked For,Reddxn,Bandom,https://archiveofourown.org/works/8232398,"2,628",0.4939
2100,Inch of Skin,the_ragnarok,Bandom,https://archiveofourown.org/works/3225056,"2,484",0.875
2101,Black Market Blood,autoschediastic,Bandom,https://archiveofourown.org/works/264958,"2,441",-0.4716
2102,pink,SoloChaos,Bandom,https://archiveofourown.org/works/2291060,"2,307",-0.296
2103,The Songbird and the Sea,maia_archives,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/10795731,"43,897",0.6816
2104,House of Cards,sugamins (orphan_account),방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/5293532,"36,860",-0.8122
2105,Fall Asleep (Fall For You),drannie,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/11193654,"34,926",0.5187
2106,"refrigerator humming, chewing gum and instant karma",locks,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/9500051,"31,542",0.3634
2107,A Gilded World,smiles,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/8416441,"29,582",-0.7876
2108,i forget to breathe (when i'm with you),locks,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/10282934,"27,885",0.8934
2109,It Might Just Come Back To Bite You,Arobeebee,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/17857460,"24,629",0.5434
2110,Fake Sugar,minverse,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/14707098,"24,106",0.3612
2111,Mutual Help,personasintro,방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/30222195,"23,976",0.5994
2112,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),방탄소년단 | Bangtan Boys | BTS,https://archiveofourown.org/works/3476741,"23,890",0.1779
2113,chasing stairways just to fall,yeosakoi,ENHYPEN (Band),https://archiveofourown.org/works/36754504,"3,926",0.9421
2114,High Teen Society,bbunggeoppang,ENHYPEN (Band),https://archiveofourown.org/works/39638322,"3,429",0.8615
2115,The Chase.,http_oldsoul,ENHYPEN (Band),https://archiveofourown.org/works/45542305,"3,265",-0.7447
2116,To the Dazzling You,SunSunTopia (TaeKookPhoria),ENHYPEN (Band),https://archiveofourown.org/works/40755402,"3,045",0.9109
2117,sudden and irrational,peachyyskies (orphan_account),ENHYPEN (Band),https://archiveofourown.org/works/31684121,"2,758",-0.9239
2118,Naturally,Redpanda18,ENHYPEN (Band),https://archiveofourown.org/works/35519587,"2,708",-0.1406
2119,But nothing is free (Beta Jake Centric),KimTanAnukite,ENHYPEN (Band),https://archiveofourown.org/works/44645494,"2,588",0.5023
2120,Yang Jungwon's HeeJake Manual,sunoomoons,ENHYPEN (Band),https://archiveofourown.org/works/34324429,"2,577",0.9169
2121,i love you--ain't that the worst thing you ever heard?,hyacinthmoon,ENHYPEN (Band),https://archiveofourown.org/works/32734582,"2,577",-0.5043
2122,"flights, fights, and long nights",ramentoast,ENHYPEN (Band),https://archiveofourown.org/works/43333746,"2,548",-0.6124
2123,spring day,Bangtanbananas,EXO (Band),https://archiveofourown.org/works/9882227,"11,851",0.6858
2124,Hidden Omega,PrussiaSheiala,EXO (Band),https://archiveofourown.org/works/8610472,"9,662",-0.04
2125,On the Booze With Brahms,baeconandeggs,EXO (Band),https://archiveofourown.org/works/3936838,"6,929",0.3612
2126,King's Lost Prince,Hyperionova,EXO (Band),https://archiveofourown.org/works/7592749,"6,883",0.3182
2127,Eclipse,Bangtanbananas,EXO (Band),https://archiveofourown.org/works/13170726,"6,768",-0.7845
2128,Soulbinder,Hyperionova,EXO (Band),https://archiveofourown.org/works/16510940,"4,941",-0.647
2129,Nepenthe,BBQkitten,EXO (Band),https://archiveofourown.org/works/27532750,"4,804",-0.9178
2130,97-Liners Groupchat,Novii,EXO (Band),https://archiveofourown.org/works/18841864,"4,271",-0.2782
2131,A Prize to be Claimed,byunthebunny,EXO (Band),https://archiveofourown.org/works/17394146,"4,144",0.7269
2132,If The Police Ask,baeconandeggs,EXO (Band),https://archiveofourown.org/works/3937288,"3,890",-0.0516
2133,Staring Through the Demons,Bexless,Fall Out Boy,https://archiveofourown.org/works/231222,"3,482",0.0
2134,the joker laughs at you (don't you think?),SoloChaos,Fall Out Boy,https://archiveofourown.org/works/1198281,"3,015",0.4215
2135,A Little Infamy,ladyfoxxx,Fall Out Boy,https://archiveofourown.org/works/858826,"2,884",-0.7845
2136,500 Baskets,emeraldcitydowntowngirl,Fall Out Boy,https://archiveofourown.org/works/5836147,"2,736",0.7506
2137,These Eyes Are Blind,Helena_Hathaway,Fall Out Boy,https://archiveofourown.org/works/2416469,"2,727",-0.8201
2138,The Group Chat AU That Nobody Asked For,Reddxn,Fall Out Boy,https://archiveofourown.org/works/8232398,"2,628",0.4939
2139,Inch of Skin,the_ragnarok,Fall Out Boy,https://archiveofourown.org/works/3225056,"2,484",0.875
2140,The Chasing of Moons,Helena_Hathaway,Fall Out Boy,https://archiveofourown.org/works/3671964,"2,361",-0.8553
2141,Filthy Lucre.,risky_business,Fall Out Boy,https://archiveofourown.org/works/1039530,"2,220",0.9201
2142,Hidden Omega,PrussiaSheiala,GOT7,https://archiveofourown.org/works/8610472,"9,662",-0.04
2143,The Companion,Arobeebee,GOT7,https://archiveofourown.org/works/14764478,"9,118",0.8622
2144,He Ain't Heavy (he's our maknae),LulaWrites,GOT7,https://archiveofourown.org/works/10510071,"7,523",-0.6486
2145,Playhouse,seitsemannen,GOT7,https://archiveofourown.org/works/5244977,"5,169",0.9432
2146,97-Liners Groupchat,Novii,GOT7,https://archiveofourown.org/works/18841864,"4,271",-0.2782
2147,Selfless,MuscleBunni,GOT7,https://archiveofourown.org/works/15894045,"4,197",0.8873
2148,The Tiger & The Duke,foxxing,GOT7,https://archiveofourown.org/works/10826343,"4,100",0.4404
2149,Redamancy,BBQkitten,GOT7,https://archiveofourown.org/works/26536939,"3,995",-0.6966
2150,Bring Them Home,Survivor4Life,GOT7,https://archiveofourown.org/works/18330614,"3,587",-0.5267
2151,Always By My Side,bb_bambam,GOT7,https://archiveofourown.org/works/6403483,"3,545",0.1531
2152,soft serve ice cream,sunshinesakae,Jpop,https://archiveofourown.org/works/16137326,834,0.4588
2153,orbital,massuki (yehaesuki),Jpop,https://archiveofourown.org/works/36556645,558,0.9862
2154,Silvered Gold of Dying Days,64907,Jpop,https://archiveofourown.org/works/10796373,531,0.3818
2155,can't say I love you,mikunicchi,Jpop,https://archiveofourown.org/works/20169310,492,0.2732
2156,Kaede,ChocolateOrange,Jpop,https://archiveofourown.org/works/4992685,491,-0.2263
2157,a heart can speak volumes,orphan_account,Jpop,https://archiveofourown.org/works/15880650,399,0.6369
2158,MLM/NBLM Smut One-shots For the Touch-Starved Gays,w3r3w0lfk1n,Jpop,https://archiveofourown.org/works/28121004,398,0.0
2159,Unnatural,Wilderfox,Jpop,https://archiveofourown.org/works/27007969,387,0.2023
2160,Lost & Found,reveetoile,Jpop,https://archiveofourown.org/works/14556801,302,-0.7717
2161,Between the Shadow and the Soul,64907,Jpop,https://archiveofourown.org/works/30015924,278,0.0516
2162,The Songbird and the Sea,maia_archives,K-pop,https://archiveofourown.org/works/10795731,"43,897",0.6816
2163,House of Cards,sugamins (orphan_account),K-pop,https://archiveofourown.org/works/5293532,"36,860",-0.8122
2164,Fall Asleep (Fall For You),drannie,K-pop,https://archiveofourown.org/works/11193654,"34,926",0.5187
2165,"refrigerator humming, chewing gum and instant karma",locks,K-pop,https://archiveofourown.org/works/9500051,"31,542",0.3634
2166,A Gilded World,smiles,K-pop,https://archiveofourown.org/works/8416441,"29,582",-0.7876
2167,i forget to breathe (when i'm with you),locks,K-pop,https://archiveofourown.org/works/10282934,"27,885",0.8934
2168,It Might Just Come Back To Bite You,Arobeebee,K-pop,https://archiveofourown.org/works/17857460,"24,629",0.5434
2169,Fake Sugar,minverse,K-pop,https://archiveofourown.org/works/14707098,"24,106",0.3612
2170,Mutual Help,personasintro,K-pop,https://archiveofourown.org/works/30222195,"23,976",0.5994
2171,cuz in a sky full of stars (i think i saw you),wowoashley (orphan_account),K-pop,https://archiveofourown.org/works/3476741,"23,890",0.1779
2172,Hidden Omega,PrussiaSheiala,Monsta X (Band),https://archiveofourown.org/works/8610472,"9,662",-0.04
2173,Wrong (Right) Number,Alette,Monsta X (Band),https://archiveofourown.org/works/10912671,"6,681",-0.8537
2174,When Summer Comes,TinySammiches,Monsta X (Band),https://archiveofourown.org/works/18319388,"4,164",0.3759
2175,Sunset Lover,jamjoon,Monsta X (Band),https://archiveofourown.org/works/10532604,"3,890",0.4005
2176,Bring Them Home,Survivor4Life,Monsta X (Band),https://archiveofourown.org/works/18330614,"3,587",-0.5267
2177,Mint and Poppy,Alette,Monsta X (Band),https://archiveofourown.org/works/6986071,"3,339",-0.296
2178,Take Note | juyi gipge salpyeo,booksandtea15,Monsta X (Band),https://archiveofourown.org/works/12000495,"3,129",0.766
2179,We All Need A Chill Pill,BacchikoiBae,Monsta X (Band),https://archiveofourown.org/works/8982553,"2,942",-0.6597
2180,guess who looks like death today,r_e_c_o_r_d_d (orphan_account),Monsta X (Band),https://archiveofourown.org/works/18205931,"2,925",0.5719
2181,Inhale. Exhale. Repeat.,GrimWednesday,Monsta X (Band),https://archiveofourown.org/works/7741000,"2,637",-0.8074
2182,I Have Been All Things Unholy,Bexless,Music RPF,https://archiveofourown.org/works/231221,"5,329",-0.6997
2183,The Anatomy of a Fall,novembersmith,Music RPF,https://archiveofourown.org/works/155168,"5,258",-0.9001
2184,Turning Point,Bexless,Music RPF,https://archiveofourown.org/works/231229,"4,542",0.7184
2185,A Splitting Of The Mind,Shoved2agree (Gaiamdma),Music RPF,https://archiveofourown.org/works/535958,"4,481",0.2177
2186,On our way back home,Kathleenishereagain,Music RPF,https://archiveofourown.org/works/20258821,"3,583",0.9753
2187,A Night To Forget,QueenFanatics,Music RPF,https://archiveofourown.org/works/17190470,"3,434",-0.5574
2188,When We're Both Thirty,Helena_Hathaway,Music RPF,https://archiveofourown.org/works/2757812,"3,415",0.6022
2189,Heaven Help Us,Bexless,Music RPF,https://archiveofourown.org/works/231227,"3,368",-0.2023
2190,the joker laughs at you (don't you think?),SoloChaos,Music RPF,https://archiveofourown.org/works/1198281,"3,015",0.4215
2191,I Have Been All Things Unholy,Bexless,My Chemical Romance,https://archiveofourown.org/works/231221,"5,329",-0.6997
2192,The Anatomy of a Fall,novembersmith,My Chemical Romance,https://archiveofourown.org/works/155168,"5,258",-0.9001
2193,Turning Point,Bexless,My Chemical Romance,https://archiveofourown.org/works/231229,"4,542",0.7184
2194,A Splitting Of The Mind,Shoved2agree (Gaiamdma),My Chemical Romance,https://archiveofourown.org/works/535958,"4,481",0.2177
2195,Staring Through the Demons,Bexless,My Chemical Romance,https://archiveofourown.org/works/231222,"3,482",0.0
2196,When We're Both Thirty,Helena_Hathaway,My Chemical Romance,https://archiveofourown.org/works/2757812,"3,415",0.6022
2197,Heaven Help Us,Bexless,My Chemical Romance,https://archiveofourown.org/works/231227,"3,368",-0.2023
2198,(Mama),jatty,My Chemical Romance,https://archiveofourown.org/works/3185336,"2,742",-0.984
2199,These Eyes Are Blind,Helena_Hathaway,My Chemical Romance,https://archiveofourown.org/works/2416469,"2,727",-0.8201
2200,The Group Chat AU That Nobody Asked For,Reddxn,My Chemical Romance,https://archiveofourown.org/works/8232398,"2,628",0.4939
2201,honeymouthed and full of wildflowers,pududoll (aprilclash),NCT (Band),https://archiveofourown.org/works/19001992,"15,855",0.715
2202,The Spell That Binds,taeyongseo,NCT (Band),https://archiveofourown.org/works/13679007,"9,197",0.8176
2203,our love is great,unbalancedlove,NCT (Band),https://archiveofourown.org/works/18715954,"7,154",0.0
2204,hell week,bluebot,NCT (Band),https://archiveofourown.org/works/15992120,"7,029",-0.5267
2205,We Can Be Braver,Kihyunie,NCT (Band),https://archiveofourown.org/works/15187643,"6,567",0.936
2206,Sleepover,gloomy,NCT (Band),https://archiveofourown.org/works/14735573,"6,220",-0.1027
2207,Amor Omnia Vincit,JustCallMeJo,NCT (Band),https://archiveofourown.org/works/15465666,"5,781",-0.0516
2208,How The World Turns,slimequeen,NCT (Band),https://archiveofourown.org/works/13267338,"5,593",0.2023
2209,web your way into my heart,orphan_account,NCT (Band),https://archiveofourown.org/works/14212272,"5,491",0.0
2210,i look for myself within you,ilovenct,NCT (Band),https://archiveofourown.org/works/11075064,"5,246",0.6808
2211,Young & Beautiful,Velvetoscar,One Direction (Band),https://archiveofourown.org/works/838537,"28,969",-0.4939
2212,Escapade,dolce_piccante,One Direction (Band),https://archiveofourown.org/works/4034197,"25,258",0.9722
2213,Unbelievers,isthatyoularry,One Direction (Band),https://archiveofourown.org/works/3592992,"23,353",-0.296
2214,Fading,tothemoonmydear,One Direction (Band),https://archiveofourown.org/works/629683,"19,471",0.9735
2215,Baby Heaven's in your Eyes,theboyfriendstagram,One Direction (Band),https://archiveofourown.org/works/1897185,"16,934",-0.9421
2216,"Soft Hands, Fast Feet, Can't Lose",dolce_piccante,One Direction (Band),https://archiveofourown.org/works/5799241,"16,701",0.9777
2217,Bloodsport,isthatyoularry,One Direction (Band),https://archiveofourown.org/works/40008435,"16,386",0.1207
2218,Relief Next To Me,dolce_piccante,One Direction (Band),https://archiveofourown.org/works/1117942,"16,223",0.4404
2219,led by your beating heart,missandrogyny,One Direction (Band),https://archiveofourown.org/works/5090168,"12,738",0.6586
2220,You'll Breathe Me In (You Won't Release),LoadedGunn,One Direction (Band),https://archiveofourown.org/works/1280872,"11,326",-0.8357
2221,I Have Been All Things Unholy,Bexless,Rock Music RPF,https://archiveofourown.org/works/231221,"5,329",-0.6997
2222,The Anatomy of a Fall,novembersmith,Rock Music RPF,https://archiveofourown.org/works/155168,"5,258",-0.9001
2223,Turning Point,Bexless,Rock Music RPF,https://archiveofourown.org/works/231229,"4,542",0.7184
2224,A Splitting Of The Mind,Shoved2agree (Gaiamdma),Rock Music RPF,https://archiveofourown.org/works/535958,"4,481",0.2177
2225,On our way back home,Kathleenishereagain,Rock Music RPF,https://archiveofourown.org/works/20258821,"3,583",0.9753
2226,Staring Through the Demons,Bexless,Rock Music RPF,https://archiveofourown.org/works/231222,"3,482",0.0
2227,A Night To Forget,QueenFanatics,Rock Music RPF,https://archiveofourown.org/works/17190470,"3,434",-0.5574
2228,When We're Both Thirty,Helena_Hathaway,Rock Music RPF,https://archiveofourown.org/works/2757812,"3,415",0.6022
2229,Heaven Help Us,Bexless,Rock Music RPF,https://archiveofourown.org/works/231227,"3,368",-0.2023
2230,the joker laughs at you (don't you think?),SoloChaos,Rock Music RPF,https://archiveofourown.org/works/1198281,"3,015",0.4215
2231,Hidden Omega,PrussiaSheiala,SEVENTEEN (Band),https://archiveofourown.org/works/8610472,"9,662",-0.04
2232,I'll Be Your Man,jeosheo,SEVENTEEN (Band),https://archiveofourown.org/works/9062794,"9,443",-0.6705
2233,Catch the Stars,ryerim (orphan_account),SEVENTEEN (Band),https://archiveofourown.org/works/13614030,"8,481",-0.4019
2234,Kalon,ryerim (orphan_account),SEVENTEEN (Band),https://archiveofourown.org/works/9165685,"7,670",0.4767
2235,you must have been very far,jeosheo,SEVENTEEN (Band),https://archiveofourown.org/works/6880459,"6,956",-0.5859
2236,"Reckless, Wild Youth",woozifi,SEVENTEEN (Band),https://archiveofourown.org/works/7004755,"5,899",0.9202
2237,the expert,jeosheo,SEVENTEEN (Band),https://archiveofourown.org/works/5615830,"5,712",0.2617
2238,Crystal Balling,ryerim (orphan_account),SEVENTEEN (Band),https://archiveofourown.org/works/15637146,"5,257",-0.0516
2239,you in your high-tops any day,brightlight,SEVENTEEN (Band),https://archiveofourown.org/works/7416286,"5,151",0.8729
2240,on my lips (your laughter is the sweetest),luway,Stray Kids (Band),https://archiveofourown.org/works/16009088,"12,987",0.4457
2241,MFA (Most Fuckable Ass),hyunnies,Stray Kids (Band),https://archiveofourown.org/works/45320833,"11,337",-0.8817
2242,hands-on learning,dawnshine,Stray Kids (Band),https://archiveofourown.org/works/28703571,"10,813",-0.3506
2243,don't leave me tongue-tied,dawnshine,Stray Kids (Band),https://archiveofourown.org/works/29494620,"9,185",0.7902
2244,"Bark on Bark, Petal Strands",Celestios,Stray Kids (Band),https://archiveofourown.org/works/32297578,"8,968",-0.4458
2245,The Curse of Saturdays,indifferentyoongi,Stray Kids (Band),https://archiveofourown.org/works/16010675,"7,966",-0.7845
2246,so sweet like chocolate,luckyday,Stray Kids (Band),https://archiveofourown.org/works/18037493,"7,948",0.9863
2247,heads or tails,liknow,Stray Kids (Band),https://archiveofourown.org/works/29604090,"7,798",0.1779
2248,Lee Minho is the guru your heart needs,sparklining,Stray Kids (Band),https://archiveofourown.org/works/27416161,"7,544",0.8807
2249,Gravity,bitsori,Stray Kids (Band),https://archiveofourown.org/works/18959341,"7,393",0.4532
2250,Bring Them Home,Survivor4Life,Super Junior,https://archiveofourown.org/works/18330614,"3,587",-0.5267
2251,Sing! Idol,WennyT,Super Junior,https://archiveofourown.org/works/20845115,"1,376",0.9169
2252,Playtime,aoanli,Super Junior,https://archiveofourown.org/works/21430246,782,0.7184
2253,"I fucked your dad, sowwy",Markleestail,Super Junior,https://archiveofourown.org/works/35691760,670,-0.8405
2254,Ochiru Hana ,flyingkisseu,Super Junior,https://archiveofourown.org/works/25403389,604,0.7783
2255,I'm Pretty Sure Bruce Wayne Would Do That,B_Uthoughtwrong,Super Junior,https://archiveofourown.org/works/14125863,557,0.2023
2256,Hacked Heart,jaeskitten,Super Junior,https://archiveofourown.org/works/18274862,547,-0.2194
2257,eunhae | ajigdo nan (still you),plincess_cho,Super Junior,https://archiveofourown.org/works/12696489,547,-0.296
2258,galjeung (Smoky Heart/A Man In Love),electricblueninja,Super Junior,https://archiveofourown.org/works/4704857,516,0.802
2259,[Long Ga /ABO] Di NCi Fu He  (Quan ),JXYY,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/18256541,391,0.0
2260,Zai Yun Duan ,silkfly,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/17705453,370,0.0
2261,Ya ,HHFLOWER,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/18968356,330,0.0
2262,[(Qi Yu )] Jian Zhui ,NtHys,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/18787147,319,0.0
2263,[(Qi Yu )] Que Dian ,lydiazcx,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/18429071,317,0.0
2264,Dong ,orphan_account,声入人心 | Super-Vocal (TV),https://archiveofourown.org/works/19126753,305,0.0
2265,under the sky in room 553 i discovered you and i,spellfire,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/27625526,"15,954",0.984
2266,A Jar of Hearts,pulsefire,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/24356467,"6,171",-0.9433
2267,"spicy, static (i need more)",lowblow,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/21609256,"6,125",-0.5423
2268,Notice Me,RunAwayForEternity,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/22415323,"5,305",0.743
2269,my height and feelings towards you grew in sync with each other,winehwan,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/21605875,"5,160",0.9781
2270,Cigarettes On Balconies,Megzcat,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/24761623,"4,740",-0.7232
2271,97-Liners Groupchat,Novii,TOMORROW X TOGETHER | TXT (Korea Band),https://archiveofourown.org/works/18841864,"4,271",-0.2782
