ID,Title,Author,Fandom,Url,Kudos,Average_Sentiment
653,Sansukh,determamfidd,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/855528,"21,137",-0.9805
654,The Dragon of Moria,pristineungift,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/6832576,"13,723",-0.3818
655,Comes Around Again,scarletjedi,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/2064171,"13,084",0.0
656,From One Age to Another,determamfidd,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/784235,"12,030",0.8271
657,Victory Braid,smilebackwards,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/1153492,"9,836",-0.8442
658,New Braids,khazadqueen (ama),The Lord of the Rings - All Media Types,https://archiveofourown.org/works/1216744,"9,775",0.0516
659,Hearts Will As Hearts Must,determamfidd,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/7053640,"9,262",0.2732
660,A Whole New World,fuzzy_christmas_socks,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/22083784,"7,514",-0.9231
661,The Lost King,Metalduck,The Lord of the Rings - All Media Types,https://archiveofourown.org/works/31103981,"7,223",0.0
662,The Stubbornness of Dwarves,khazadqueen (ama),The Lord of the Rings - All Media Types,https://archiveofourown.org/works/1122979,"7,026",0.2247
663,From One Age to Another,determamfidd,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/784235,"12,030",0.8271
664,A Whole New World,fuzzy_christmas_socks,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/22083784,"7,514",-0.9231
665,The Lost King,Metalduck,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/31103981,"7,223",0.0
666,a home for every season,dirgewithoutmusic,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/5393945,"6,934",0.9559
667,Oh,sunday_morning,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/15512778,"6,852",0.4033
668,An Irrevocable Condition,Maeglin_Yedi,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/37431451,"5,960",0.7821
669,On the Cold Hill Side,marycrawford,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/1878018,"5,746",0.2023
670,Love's Death and Life,Scififan33,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/641453,"5,560",-0.7506
671,My Fandom Needs Me,orphan_account,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/12292116,"5,399",-0.7003
672,Dovahkiin (Dragonborn),Rhiw,The Lord of the Rings - J. R. R. Tolkien,https://archiveofourown.org/works/1408585,"5,099",-0.1531
673,Strange New Worlds,pluto,Mass Effect - All Media Types,https://archiveofourown.org/works/224363,"5,877",0.0313
674,The Half-Life of Element Zero,GraphiteGirl,Mass Effect - All Media Types,https://archiveofourown.org/works/11216709,"5,841",-0.7783
675,Communication,orphan_account,Mass Effect - All Media Types,https://archiveofourown.org/works/370372,"5,830",0.0
676,Marked Introductions,Feynite,Mass Effect - All Media Types,https://archiveofourown.org/works/4676822,"5,728",0.0
677,Well. Fuck.,quondam,Mass Effect - All Media Types,https://archiveofourown.org/works/555787,"5,466",0.2732
678,Curiosity.,quondam,Mass Effect - All Media Types,https://archiveofourown.org/works/555709,"4,547",0.6369
679,Territory,miscellea,Mass Effect - All Media Types,https://archiveofourown.org/works/422502,"4,534",-0.2944
680,"Variations on a Theme, with Tank and Gunfire",servantofclio,Mass Effect - All Media Types,https://archiveofourown.org/works/505809,"4,264",-0.3818
681,Shepard is hot support group,mapcake,Mass Effect - All Media Types,https://archiveofourown.org/works/10381461,"4,029",0.8221
682,Ice and Amber,esama,Mass Effect - All Media Types,https://archiveofourown.org/works/40955754,"3,686",0.0
683,World Ain't Ready,idiopathicsmile,Les Misérables - All Media Types,https://archiveofourown.org/works/2306315,"13,258",0.9705
684,Lovesickness,idiopathicsmile,Les Misérables - All Media Types,https://archiveofourown.org/works/1243585,"6,651",0.34
685,How the Future's Done,barricadeur,Les Misérables - All Media Types,https://archiveofourown.org/works/725065,"6,644",0.4019
686,Years Since It's Been Clear,lady_ragnell,Les Misérables - All Media Types,https://archiveofourown.org/works/972688,"6,435",0.6124
687,Three Days (or The One Where Javert and Valjean Take a Road Trip Through France and Raise a Child),zamwessell,Les Misérables - All Media Types,https://archiveofourown.org/works/631295,"5,989",0.0
688,vocal ink,sarahyyy,Les Misérables - All Media Types,https://archiveofourown.org/works/1575755,"5,683",0.9354
689,these things take time,sonhoedesrazao,Les Misérables - All Media Types,https://archiveofourown.org/works/894357,"5,284",-0.711
690,Under My Wings You Will Find Refuge,Fiver,Les Misérables - All Media Types,https://archiveofourown.org/works/836606,"5,256",0.6749
691,Love Is Touching Souls,lady_ragnell,Les Misérables - All Media Types,https://archiveofourown.org/works/1024039,"5,162",0.765
692,Date Night,samyazaz,Les Misérables - All Media Types,https://archiveofourown.org/works/3339179,"4,744",0.3346
693,"a stone to break your soul, a song to save it",rikke,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/16635728,"36,113",0.4939
694,grow,cafecliche,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/24346537,"32,896",0.7184
695,Lynchpin,ShanaStoryteller,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/24213475,"24,591",-0.34
696,Something Yet to Learn,Glitterbombshell,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/22028254,"24,296",0.1714
697,Teen Project to Change the World,animeloverhomura,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/25766617,"23,598",0.3818
698,And Time Is But a Paper Moon,sami,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/23026369,"23,589",-0.296
699,beneath six layers of silk,darkredloveknot (enheduane),魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/23303299,"22,964",-0.2263
700,SanRen,Kyogre,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/16504007,"21,540",-0.3935
701,"your heartbeat, across the grass",fakeplasticlily,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/22959043,"21,393",0.297
702,asymptotic,chinxe,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,https://archiveofourown.org/works/17759762,"21,348",0.7239
703,The Request Revolution,tiredpjofan,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/25747774,"18,036",0.9537
704,Those walls I built didn't even put up a fight,Aza (sazandorable),Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/2482184,"17,603",0.1027
705,Staccato,decayaslife,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/4821215,"15,500",-0.7964
706,would it really kill you (if we kissed),greenconverses,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/9179326,"13,604",0.1027
707,ATLOP: Trial by Fire,WardofWinters (QoLife),Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/23939416,"13,603",0.7184
708,The File,denimbeans,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/32100805,"13,469",0.6036
709,Hope Is A Delicate Thing,BandKid247,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/30649982,"12,864",-0.4417
710,The Lost Soldiers,denimbeans,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/36118126,"11,945",-0.4988
711,Idiota,nikkiRA,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/3903382,"11,180",-0.2755
712,Gratuity At Twenty Percent,inkncoffee,Percy Jackson and the Olympians - Rick Riordan,https://archiveofourown.org/works/6801607,"11,078",-0.6223
713,The Request Revolution,tiredpjofan,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/25747774,"18,036",0.9537
714,Those walls I built didn't even put up a fight,Aza (sazandorable),Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/2482184,"17,603",0.1027
715,Falling for You,1967HogwartsGoddess,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/26200348,"16,371",-0.9501
716,Staccato,decayaslife,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/4821215,"15,500",-0.7964
717,the jackson files,Ideasofmarch,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/25262122,"15,157",-0.6486
718,would it really kill you (if we kissed),greenconverses,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/9179326,"13,604",0.1027
719,ATLOP: Trial by Fire,WardofWinters (QoLife),Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/23939416,"13,603",0.7184
720,The File,denimbeans,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/32100805,"13,469",0.6036
721,Hope Is A Delicate Thing,BandKid247,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/30649982,"12,864",-0.4417
722,The Lost Soldiers,denimbeans,Percy Jackson and the Olympians & Related Fandoms - All Media Types,https://archiveofourown.org/works/36118126,"11,945",-0.4988
723,In the (Second) Beginning,cherryfeather,PRATCHETT Terry - Works,https://archiveofourown.org/works/19074079,"36,817",0.7906
724,A Home at the Beginning of the World,stereobone,PRATCHETT Terry - Works,https://archiveofourown.org/works/19153375,"34,127",0.0
725,"You, Soft and Only",thehoyden,PRATCHETT Terry - Works,https://archiveofourown.org/works/19874908,"29,332",0.2516
726,get religion quick (cause you're looking divine),brinnanza,PRATCHETT Terry - Works,https://archiveofourown.org/works/18091460,"21,473",0.9453
727,An Invitation You Can't Decline,thehoyden,PRATCHETT Terry - Works,https://archiveofourown.org/works/19229686,"21,411",0.6908
728,such surpassing brightness,bibliocratic,PRATCHETT Terry - Works,https://archiveofourown.org/works/17752469,"20,572",0.5302
729,Snakes and Stones (Never Broke My Bones),DeerstalkerDeathFrisbee,PRATCHETT Terry - Works,https://archiveofourown.org/works/19249492,"18,534",0.2382
730,Strange Flesh and All That,FortinbrasFTW,PRATCHETT Terry - Works,https://archiveofourown.org/works/1344454,"16,991",0.9664
731,Love Hath Made Thee a Tame Snake,thehoyden,PRATCHETT Terry - Works,https://archiveofourown.org/works/19306813,"16,972",-0.4404
732,a city wall and a trampoline,kafkian,PRATCHETT Terry - Works,https://archiveofourown.org/works/19092469,"15,996",0.93
733,here in search of your glory,Synoshian,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/13397643,"3,808",0.0
734,Born of Fire (We Shall Not Fall),TheDefenestrator,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/15360819,"3,446",-0.0516
735,The Leaves on Another Road,Invidia_Envy,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/16621811,"2,639",0.9744
736,Chaos Theory,Invidia_Envy,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/14411961,"2,409",-0.1029
737,Serendipity,Jouicifer,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/14303457,"2,346",-0.705
738,Falling Leaves and Stars Above,Invidia_Envy,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/19976458,"2,300",-0.8981
739,It's not about what we say (but about what we do),eringeosphere,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/15301260,"2,243",0.3182
740,In the Eye of the Camera,TheDefenestrator,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/24485749,"2,222",0.3291
741,Meet the Idol(s),Lewis_Catlord,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/18092333,"2,113",0.9894
742,Autumn Empire,EmpressFiend,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,https://archiveofourown.org/works/31383488,"2,064",0.9742
743,I Wish You Were My Husband,Feynite,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/17568758,"18,019",0.2975
744,The Grand Unified Theory of Shen Qingqiu,00janeblonde,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/21057866,"16,882",0.9705
745,He Was Made For Untidy Rooms and Rumpled Beds,Bluethursday,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/19823044,"15,891",-0.1531
746,"High Mountain, How I Long",Minimalistless,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/18622630,"15,053",0.0
747,Mamazun,shorimochi,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/25085842,"14,039",-0.8979
748,Protagonist Rehabilitation Programme,cinnamonsnaps,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/29653200,"12,789",0.9402
749,Shen Yuan of No Relation,Gemi,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/47997376,"12,748",0.914
750,"You, Have Always Wanted a Place to Call Home",Bluethursday,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/20568731,"12,672",0.4497
751,a rose by any other name,sarahyyy,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/27448672,"12,408",0.5847
752,Scum Villain AUs,Feynite,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,https://archiveofourown.org/works/17041973,"12,345",0.5106
753,Signs and Soulmarks,Someone_aka_Me,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/3938965,"11,744",0.8907
754,Fall Without Wings,notcrypticbutcoy,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/9780086,"11,146",-0.8913
755,And the Oscar goes to...,Lecrit,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/7929088,"8,457",0.9468
756,"Magnus, How Long Have You Been Twenty?",Master of Unlocking (Hikarinimichitasora),The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/6147298,"6,272",0.8316
757,All Things Shadowhunters,katikat,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/5178632,"6,048",0.0
758,Strange Love,arandomfan91,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/6428092,"5,936",-0.25
759,The Intern,Master of Unlocking (Hikarinimichitasora),The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/6186910,"5,631",-0.4215
760,Sleeping Beauty,notcrypticbutcoy,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/7428247,"5,564",0.8092
761,Never Judge A Shadowhunter By Their Scent,Aria_Lerendeair,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/29253954,"5,451",-0.2815
762,The Red String of Fate,Someone_aka_Me,The Shadowhunter Chronicles - Cassandra Clare,https://archiveofourown.org/works/3939181,"5,018",0.7964
763,The Internet Is Not Just For Porn,cyerus,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/304382,"51,241",-0.296
764,What Meets the Eye,worldaccordingtofangirls,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/347350,"31,862",0.5106
765,and stand there at the edge of my affection,coloredink,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/187762,"25,824",0.6369
766,Whispers in Corners,esama,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/1134255,"24,982",0.7964
767,Nature and Nurture,earlgreytea68,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/729134,"24,215",-0.34
768,Business,esama,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/1113588,"24,214",0.4927
769,The Real Meaning of Idioms,feverishsea,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/342490,"18,530",0.0
770,Acceptable Behaviour,bbcatemysoul,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/1031893,"18,187",0.5785
771,A Cure For Boredom,emmagrant01,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/335385,"16,802",-0.296
772,The Detective and the Demon,oreganotea,Sherlock Holmes & Related Fandoms,https://archiveofourown.org/works/440212,"16,537",0.162
773,An Irrevocable Condition,Maeglin_Yedi,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/37431451,"5,960",0.7821
774,"A star, shining like the sun",reincarnation_fan,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/41313441,"5,489",-0.955
775,Dovahkiin (Dragonborn),Rhiw,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/1408585,"5,099",-0.1531
776,At the Edge of Lasg'len,AnnEllspethRaven,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/7899862,"3,313",0.3447
777,Prayers to Broken Stone,Avelera,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/1205443,"3,042",-0.8338
778,Tolkien Drabble Collection,Evandar,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/967704,"2,864",0.9522
779,The Harbinger's Song,LeilaSecretSmith (orphan_account),The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/7722616,"2,801",0.9755
780,Renacida,seeing_blue,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/17689715,"2,753",0.0
781,A Little Thing Called Reincarnation,thatdamnuchiha,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/20571836,"2,580",-0.91
782,Some Fall By Virtue,thatdamnuchiha,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,https://archiveofourown.org/works/25174105,"2,578",0.8555
783,our violent delights,bikadoo,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/42439308,"18,509",0.765
784,Down a Rabbit Hole to Westeros,Lamia_Kuei,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/20415661,"13,764",0.3102
785,"if you try to break me, you will bleed",Dialux,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/8102932,"12,427",-0.9001
786,A Wolf Amongst Lions,Kallypso,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/15494880,"11,280",-0.428
787,The Dragon Cub,alperez,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/20365015,"10,689",0.3182
788,five people who didn't believe Ned Stark for one second about Jon's paternity and one who did,janie_tangerine,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/7594447,"10,440",-0.0387
789,The Dragon's Roar,Priestess_of_Groove,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/14172975,"10,311",-0.8885
790,Valar Botis (All Men Must Endure),sanva,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/8425864,"10,061",-0.9382
791,Reborn in Fire,rachiemcd,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/41819727,"9,990",-0.743
792,Love On The Brain,ashleyfanfic,A Song of Ice and Fire - George R. R. Martin,https://archiveofourown.org/works/11958477,"9,247",-0.4364
793,our violent delights,bikadoo,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/42439308,"18,509",0.765
794,Down a Rabbit Hole to Westeros,Lamia_Kuei,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/20415661,"13,764",0.3102
795,"if you try to break me, you will bleed",Dialux,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/8102932,"12,427",-0.9001
796,A Wolf Amongst Lions,Kallypso,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/15494880,"11,280",-0.428
797,"Whirlpool Queen, Maelstrom King",cheshire_carroll,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/22031137,"10,884",0.9573
798,The Dragon Cub,alperez,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/20365015,"10,689",0.3182
799,five people who didn't believe Ned Stark for one second about Jon's paternity and one who did,janie_tangerine,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/7594447,"10,440",-0.0387
800,The Dragon's Roar,Priestess_of_Groove,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/14172975,"10,311",-0.8885
801,Reborn in Fire,rachiemcd,A Song of Ice and Fire & Related Fandoms,https://archiveofourown.org/works/41819727,"9,990",-0.743
802,a reylo fic,treezie,Star Wars - All Media Types,https://archiveofourown.org/works/5457191,"62,653",0.0
803,Rough Day,guardianangelcas,Star Wars - All Media Types,https://archiveofourown.org/works/21651097,"26,786",0.4336
804,i kill giants,diasterisms,Star Wars - All Media Types,https://archiveofourown.org/works/21865801,"20,117",0.97
805,Magic Blankets,Lady_Lombax,Star Wars - All Media Types,https://archiveofourown.org/works/15644802,"19,343",0.2263
806,Old Man Luke,scarletjedi,Star Wars - All Media Types,https://archiveofourown.org/works/8825689,"17,979",0.926
807,Supreme Chancellor Obi-Wan Kenobi,stonefreeak,Star Wars - All Media Types,https://archiveofourown.org/works/17636003,"16,841",0.2633
808,How a Romance Novel Saved the Galaxy,Ariana Deralte (ArianaDeralte),Star Wars - All Media Types,https://archiveofourown.org/works/27331213,"16,568",0.3182
809,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
810,"we could plant a house, we could build a tree",Like_A_Dove,Star Wars - All Media Types,https://archiveofourown.org/works/13319496,"15,398",0.7867
811,Love heals all wounds (so they say),K_R_Closson,Star Wars - All Media Types,https://archiveofourown.org/works/33492454,"15,363",0.4588
812,Love heals all wounds (so they say),K_R_Closson,Star Wars Legends - All Media Types,https://archiveofourown.org/works/33492454,"15,363",0.4588
813,Can't return to who I was before,K_R_Closson,Star Wars Legends - All Media Types,https://archiveofourown.org/works/33432256,"13,774",0.4767
814,Unexpected Awakening (The Rewrite),Rhiw,Star Wars Legends - All Media Types,https://archiveofourown.org/works/15436701,"9,196",-0.6597
815,Jetii'Manda,cjwritesfanficnow,Star Wars Legends - All Media Types,https://archiveofourown.org/works/27664916,"8,536",0.1205
816,"Su Cuy'gar, Vod",Triscribe,Star Wars Legends - All Media Types,https://archiveofourown.org/works/24984946,"7,520",0.765
817,a soul that's born in cold and rain/knows sunlight,Killbothtwins,Star Wars Legends - All Media Types,https://archiveofourown.org/works/33144037,"6,951",-0.6757
818,The Lesson,cjwritesfanficnow,Star Wars Legends - All Media Types,https://archiveofourown.org/works/26486284,"6,737",-0.2216
819,(The Force Works In) Mysterious Ways,cjwritesfanficnow,Star Wars Legends - All Media Types,https://archiveofourown.org/works/32037049,"6,675",0.6757
820,Episode ???: A New Hope,Flor_of_Desert,Star Wars Legends - All Media Types,https://archiveofourown.org/works/35728822,"6,392",0.2732
821,Dha Werda Verda,cjwritesfanficnow,Star Wars Legends - All Media Types,https://archiveofourown.org/works/30162966,"6,380",0.0567
822,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars Original Trilogy,https://archiveofourown.org/works/10129274,"16,237",0.7003
823,"Of Queens, Knights, and Pawns",chancecraz,Star Wars Original Trilogy,https://archiveofourown.org/works/8543680,"9,860",-0.7717
824,Reprise I,Elfpen,Star Wars Original Trilogy,https://archiveofourown.org/works/5201648,"8,794",-0.6705
825,Luminous,HopeofDawn,Star Wars Original Trilogy,https://archiveofourown.org/works/14893214,"8,750",0.4827
826,wonderterror,peradi,Star Wars Original Trilogy,https://archiveofourown.org/works/10560054,"8,358",0.0
827,Tuning up your TIE-Fighter to prove you're better than the bastard currently running the TIE-Fighter Program for fun and profit,loosingletters,Star Wars Original Trilogy,https://archiveofourown.org/works/24199474,"7,751",0.7684
828,Apology Accepted,Fialleril,Star Wars Original Trilogy,https://archiveofourown.org/works/6402778,"7,156",0.0
829,"PRojects IN Controlled Environments, version Sith",Beth Winter (BethWinter),Star Wars Original Trilogy,https://archiveofourown.org/works/5985655,"7,134",0.8126
830,Duty Bound,acuteneurosis,Star Wars Original Trilogy,https://archiveofourown.org/works/31764097,"7,094",-0.7601
831,The Tinies,SilverDaye,Star Wars Original Trilogy,https://archiveofourown.org/works/33085891,"6,912",0.3818
832,Magic Blankets,Lady_Lombax,Star Wars Prequel Trilogy,https://archiveofourown.org/works/15644802,"19,343",0.2263
833,Supreme Chancellor Obi-Wan Kenobi,stonefreeak,Star Wars Prequel Trilogy,https://archiveofourown.org/works/17636003,"16,841",0.2633
834,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars Prequel Trilogy,https://archiveofourown.org/works/10129274,"16,237",0.7003
835,there but for the grace of god,wanderlove,Star Wars Prequel Trilogy,https://archiveofourown.org/works/27187270,"13,109",0.8067
836,The Way of Conquest,pagination,Star Wars Prequel Trilogy,https://archiveofourown.org/works/38850561,"12,039",0.4404
837,Master Mine,skyl_tales,Star Wars Prequel Trilogy,https://archiveofourown.org/works/22209502,"11,453",-0.899
838,The Legend Of Liob,Killbothtwins,Star Wars Prequel Trilogy,https://archiveofourown.org/works/38656698,"10,997",0.5563
839,wicked thing,imaginarykat,Star Wars Prequel Trilogy,https://archiveofourown.org/works/6261721,"10,877",-0.7096
840,Hourglass,BeanieBaby,Star Wars Prequel Trilogy,https://archiveofourown.org/works/13281066,"10,651",-0.1027
841,walk by faith/tell no one what you've seen,Killbothtwins,Star Wars Prequel Trilogy,https://archiveofourown.org/works/31805044,"10,420",-0.3173
842,Magic Blankets,Lady_Lombax,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/15644802,"19,343",0.2263
843,Old Man Luke,scarletjedi,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/8825689,"17,979",0.926
844,Supreme Chancellor Obi-Wan Kenobi,stonefreeak,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/17636003,"16,841",0.2633
845,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
846,Love heals all wounds (so they say),K_R_Closson,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/33492454,"15,363",0.4588
847,The Way of Conquest,pagination,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/38850561,"12,039",0.4404
848,The Legend Of Liob,Killbothtwins,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/38656698,"10,997",0.5563
